NCM,Início de vigência,Fim de vigência
29372229,01/01/2016,
29372231,01/01/2016,
29372239,01/01/2016,
29372290,01/01/2016,
29372310,01/01/2016,
29372321,01/01/2016,
29372322,01/01/2016,
29372329,01/01/2016,
29372331,01/01/2016,
29372339,01/01/2016,
29372341,01/01/2016,
29372342,01/01/2016,
29372349,01/01/2016,
29372351,01/01/2016,
29372359,01/01/2016,
29372360,01/01/2016,
29372370,01/01/2016,
29372391,01/01/2016,
29372392,01/01/2016,
29372399,01/01/2016,
29372910,01/01/2016,
29372920,01/01/2016,
29372931,01/01/2016,
29372939,01/01/2016,
29372940,01/01/2016,
29372950,01/01/2016,
29372960,01/01/2016,
29372990,01/01/2016,
29375000,01/01/2016,
29379010,01/01/2016,
29379030,01/01/2016,
29379040,01/01/2016,
29379090,01/01/2016,
29381000,01/01/2016,
29389010,01/01/2016,
29389020,01/01/2016,
29389090,01/01/2016,
29391110,01/01/2016,
29391121,01/01/2016,
29391122,01/01/2016,
29391123,01/01/2016,
29391131,01/01/2016,
29391132,01/01/2016,
29391140,01/01/2016,
29391151,01/01/2016,
29391152,01/01/2016,
29391153,01/01/2016,
29391161,01/01/2016,
29391162,01/01/2016,
29391169,01/01/2016,
29391170,01/01/2016,
29391181,01/01/2016,
29391182,01/01/2016,
29391191,01/01/2016,
29391192,01/01/2016,
29391900,01/01/2016,
29392000,01/01/2016,
29393010,01/01/2016,
29393020,01/01/2016,
29394100,01/01/2016,
29394200,01/01/2016,
29394300,01/01/2016,
29394400,01/01/2016,
29394900,01/01/2016,
29395100,01/01/2016,
29395910,01/01/2016,
29395920,01/01/2016,
29395990,01/01/2016,
29396100,01/01/2016,
29396200,01/01/2016,
29396300,01/01/2016,
29396911,01/01/2016,
29396919,01/01/2016,
29396921,01/01/2016,
29396929,01/01/2016,
29396931,01/01/2016,
29396939,01/01/2016,
29396941,01/01/2016,
29396942,01/01/2016,
29396949,01/01/2016,
29396951,01/01/2016,
29396952,01/01/2016,
29396959,01/01/2016,
29396990,01/01/2016,
29397111,01/01/2017,
29397112,01/01/2017,
29397119,01/01/2017,
29397120,01/01/2017,
29397130,01/01/2017,
29397140,01/01/2017,
29397911,01/01/2017,
29397919,01/01/2017,
29397920,01/01/2017,
29397931,01/01/2017,
29397939,01/01/2017,
29397940,01/01/2017,
29397990,01/01/2017,
29398000,01/01/2017,
29399111,01/01/2016,31/03/2017
29399112,01/01/2016,31/03/2017
29399119,01/01/2016,31/03/2017
29399120,01/01/2016,31/03/2017
29399130,01/01/2016,31/03/2017
29399140,01/01/2016,31/03/2017
29399911,01/01/2016,31/03/2017
29399919,01/01/2016,31/03/2017
29399920,01/01/2016,31/03/2017
29399931,01/01/2016,31/03/2017
29399939,01/01/2016,31/03/2017
29399940,01/01/2016,31/03/2017
29399990,01/01/2016,31/03/2017
29400011,01/01/2016,
29400012,01/01/2016,
29400013,01/01/2016,
29400019,01/01/2016,
29400021,01/01/2016,
29400022,01/01/2016,
29400023,01/01/2016,
29400029,01/01/2016,
29400092,01/01/2016,
29400093,01/01/2016,
29400094,01/01/2016,
29400099,01/01/2016,
29411010,01/01/2016,
29411020,01/01/2016,
29411031,01/01/2016,
29411039,01/01/2016,
29411041,01/01/2016,
29411042,01/01/2016,
29411043,01/01/2016,
29411049,01/01/2016,
29411090,01/01/2016,
29412010,01/01/2016,
29412090,01/01/2016,
29413010,01/01/2016,
29413020,01/01/2016,
29413031,01/01/2016,
29413032,01/01/2016,
29413090,01/01/2016,
29414011,01/01/2016,
29414019,01/01/2016,
29414020,01/01/2016,
29414090,01/01/2016,
29415010,01/01/2016,
29415020,01/01/2016,
29415090,01/01/2016,
29419011,01/01/2016,
29419012,01/01/2016,
29419013,01/01/2016,
29419019,01/01/2016,
29419021,01/01/2016,
29419022,01/01/2016,
29419029,01/01/2016,
29419031,01/01/2016,
29419032,01/01/2016,
29419033,01/01/2016,
29419034,01/01/2016,
29419035,01/01/2016,
29419036,01/01/2016,
29419037,01/01/2016,
29419039,01/01/2016,
29419041,01/01/2016,
29419042,01/01/2016,
29419043,01/01/2016,
29419049,01/01/2016,
29419051,01/01/2016,
29419059,01/01/2016,
29419061,01/01/2016,
29419062,01/01/2016,
29419069,01/01/2016,
29419071,01/01/2016,
29419072,01/01/2016,
29419073,01/01/2016,
29419079,01/01/2016,
29419081,01/01/2016,
29419082,01/01/2016,
29419083,01/01/2016,
29419089,01/01/2016,
29419091,01/01/2016,
29419092,01/01/2016,
29419099,01/01/2016,
29420000,01/01/2016,
30012010,01/01/2016,
30012090,01/01/2016,
30019010,01/01/2016,
30019020,01/01/2016,
30019031,01/01/2016,
30019039,01/01/2016,
30019090,01/01/2016,
30021011,01/01/2016,31/03/2017
30021012,01/01/2016,31/03/2017
30021013,01/01/2016,31/03/2017
30021014,01/01/2016,31/03/2017
30021015,01/01/2016,31/03/2017
30021016,01/01/2016,31/03/2017
30021019,01/01/2016,31/03/2017
30021022,01/01/2016,31/03/2017
30021023,01/01/2016,31/03/2017
30021024,01/01/2016,31/03/2017
30021025,01/01/2016,31/03/2017
30021026,01/01/2016,31/03/2017
30021029,01/01/2016,31/03/2017
30021031,01/01/2016,31/03/2017
30021032,01/01/2016,31/03/2017
30021033,01/01/2016,31/03/2017
30021034,01/01/2016,31/03/2017
30021035,01/01/2016,31/03/2017
30021036,01/01/2016,31/03/2017
30021037,01/01/2016,31/03/2017
30021038,01/01/2016,31/03/2017
30021039,01/01/2016,31/03/2017
30021100,01/01/2017,
30021211,01/01/2017,
30021212,01/01/2017,
30021213,01/01/2017,
30021214,01/01/2017,
30021215,01/01/2017,
30021216,01/01/2017,
30021219,01/01/2017,
30021221,01/01/2017,
30021222,01/01/2017,
30021223,01/01/2017,
30021224,01/01/2017,
30021229,01/01/2017,
30021231,01/01/2017,
30021232,01/01/2017,
30021233,01/01/2017,
30021234,01/01/2017,
30021235,01/01/2017,
30021236,01/01/2017,
30021239,01/01/2017,
30021300,01/01/2017,
30021410,01/01/2017,
30021490,01/01/2017,
30021510,01/01/2017,
30021520,01/01/2017,
30021590,01/01/2017,
30021900,01/01/2017,
30022011,01/01/2016,
30022012,01/01/2016,
30022013,01/01/2016,
30022014,01/01/2016,
30022015,01/01/2016,
30022016,01/01/2016,
30022017,01/01/2016,
30022018,01/01/2016,
30022019,01/01/2016,
30022021,01/01/2016,
30022022,01/01/2016,
30022023,01/01/2016,
30022024,01/01/2016,
30022025,01/01/2016,
30022026,01/01/2016,
30022027,01/01/2016,
30022028,01/01/2016,
30022029,01/01/2016,
30023010,01/01/2016,
30023020,01/01/2016,
30023030,01/01/2016,
30023040,01/01/2016,
30023050,01/01/2016,
30023060,01/01/2016,
30023070,01/01/2016,
30023080,01/01/2016,
30023090,01/01/2016,
30029010,01/01/2016,
30029020,01/01/2016,
30029030,01/01/2016,
30029091,01/01/2016,
30029092,01/01/2016,
30029093,01/01/2016,
30029094,01/01/2016,
30029099,01/01/2016,
30031011,01/01/2016,
30031012,01/01/2016,
30031013,01/01/2016,
30031014,01/01/2016,
30031015,01/01/2016,
30031019,01/01/2016,
30031020,01/01/2016,
30032011,01/01/2016,
30032019,01/01/2016,
30032021,01/01/2016,
30032029,01/01/2016,
30032031,01/01/2016,
30032032,01/01/2016,
30032039,01/01/2016,
30032041,01/01/2016,
30032049,01/01/2016,
30032051,01/01/2016,
30032052,01/01/2016,
30032059,01/01/2016,
30032061,01/01/2016,
30032062,01/01/2016,
30032063,01/01/2016,
30032069,01/01/2016,
30032071,01/01/2016,
30032072,01/01/2016,
30032073,01/01/2016,
30032079,01/01/2016,
30032091,01/01/2016,
30032092,01/01/2016,
30032093,01/01/2016,
30032094,01/01/2016,
30032095,01/01/2016,
30032099,01/01/2016,
30033100,01/01/2016,
30033911,01/01/2016,
30033912,01/01/2016,
30033913,01/01/2016,
30033914,01/01/2016,
30033915,01/01/2016,
30033916,01/01/2016,
30033917,01/01/2016,
30033918,01/01/2016,
30033919,01/01/2016,
30033921,01/01/2016,
30033922,01/01/2016,
30033923,01/01/2016,
30033924,01/01/2016,
30033925,01/01/2016,
30033926,01/01/2016,
30033927,01/01/2016,
30033929,01/01/2016,
30033931,01/01/2016,
30033932,01/01/2016,
30033933,01/01/2016,
30033934,01/01/2016,
30033935,01/01/2016,
30033936,01/01/2016,
30033937,01/01/2016,
30033939,01/01/2016,
30033981,01/01/2016,
30033982,01/01/2016,
30033991,01/01/2016,
30033992,01/01/2016,
30033994,01/01/2016,
30033995,01/01/2016,
30033999,01/01/2016,
30034010,01/01/2016,31/03/2017
30034020,01/01/2016,31/03/2017
30034030,01/01/2016,31/03/2017
30034040,01/01/2016,31/03/2017
30034050,01/01/2016,31/03/2017
30034090,01/01/2016,31/03/2017
30034100,01/01/2017,
30034200,01/01/2017,
30034300,01/01/2017,
30034910,01/01/2017,
30034920,01/01/2017,
30034930,01/01/2017,
30034940,01/01/2017,
30034950,01/01/2017,
30034990,01/01/2017,
30036000,01/01/2017,
30039011,01/01/2016,
30039012,01/01/2016,
30039013,01/01/2016,
30039014,01/01/2016,
30039015,01/01/2016,
30039016,01/01/2016,
30039017,01/01/2016,
30039019,01/01/2016,
30039021,01/01/2016,
30039022,01/01/2016,
30039023,01/01/2016,
30039029,01/01/2016,
30039031,01/01/2016,
30039032,01/01/2016,
30039033,01/01/2016,
30039034,01/01/2016,
30039035,01/01/2016,
30039036,01/01/2016,
30039037,01/01/2016,
30039038,01/01/2016,
30039039,01/01/2016,
30039041,01/01/2016,
30039042,01/01/2016,
30039043,01/01/2016,
30039044,01/01/2016,
30039045,01/01/2016,
30039046,01/01/2016,
30039047,01/01/2016,
30039048,01/01/2016,
30039049,01/01/2016,
30039051,01/01/2016,
30039052,01/01/2016,
30039053,01/01/2016,
30039054,01/01/2016,
30039055,01/01/2016,
30039056,01/01/2016,
30039057,01/01/2016,
30039058,01/01/2016,
30039059,01/01/2016,
30039061,01/01/2016,
30039062,01/01/2016,
30039063,01/01/2016,
30039064,01/01/2016,
30039065,01/01/2016,
30039066,01/01/2016,
30039067,01/01/2016,
30039069,01/01/2016,
30039071,01/01/2016,
30039072,01/01/2016,
30039073,01/01/2016,
30039074,01/01/2016,
30039075,01/01/2016,
30039076,01/01/2016,
30039077,01/01/2016,
30039078,01/01/2016,
30039079,01/01/2016,
30039081,01/01/2016,
30039082,01/01/2016,
30039083,01/01/2016,
30039084,01/01/2016,
30039085,01/01/2016,
30039086,01/01/2016,
30039087,01/01/2016,
30039088,01/01/2016,
30039089,01/01/2016,
30039091,01/01/2016,
30039092,01/01/2016,
30039093,01/01/2016,
30039094,01/01/2016,
30039095,01/01/2016,
30039096,01/01/2016,
30039099,01/01/2016,
30041011,01/01/2016,
30041012,01/01/2016,
30041013,01/01/2016,
30041014,01/01/2016,
30041015,01/01/2016,
30041019,01/01/2016,
30041020,01/01/2016,
30042011,01/01/2016,
30042019,01/01/2016,
30042021,01/01/2016,
30042029,01/01/2016,
30042031,01/01/2016,
30042032,01/01/2016,
30042039,01/01/2016,
30042041,01/01/2016,
30042049,01/01/2016,
30042051,01/01/2016,
30042052,01/01/2016,
30042059,01/01/2016,
30042061,01/01/2016,
30042062,01/01/2016,
30042063,01/01/2016,
30042069,01/01/2016,
30042071,01/01/2016,
30042072,01/01/2016,
30042073,01/01/2016,
30042079,01/01/2016,
30042091,01/01/2016,
30042092,01/01/2016,
30042093,01/01/2016,
30042094,01/01/2016,
30042095,01/01/2016,
30042099,01/01/2016,
30043100,01/01/2016,
30043210,01/01/2016,
30043220,01/01/2016,
30043290,01/01/2016,
30043911,01/01/2016,
30043912,01/01/2016,
30043913,01/01/2016,
30043914,01/01/2016,
30043915,01/01/2016,
30043916,01/01/2016,
30043917,01/01/2016,
30043918,01/01/2016,
30043919,01/01/2016,
30043921,01/01/2016,
30043922,01/01/2016,
30043923,01/01/2016,
30043924,01/01/2016,
30043925,01/01/2016,
30043926,01/01/2016,
30043927,01/01/2016,
30043928,01/01/2016,
30043929,01/01/2016,
30043931,01/01/2016,
30043932,01/01/2016,
30043933,01/01/2016,
30043934,01/01/2016,
30043935,01/01/2016,
30043936,01/01/2016,
30043937,01/01/2016,
30043939,01/01/2016,
30043981,01/01/2016,
30043982,01/01/2016,
30043991,01/01/2016,
30043992,01/01/2016,
30043994,01/01/2016,
30043999,01/01/2016,
30044010,01/01/2016,31/03/2017
30044020,01/01/2016,31/03/2017
30044030,01/01/2016,31/03/2017
30044040,01/01/2016,31/03/2017
30044050,01/01/2016,31/03/2017
30044090,01/01/2016,31/03/2017
30044100,01/01/2017,
30044200,01/01/2017,
30044300,01/01/2017,
30044910,01/01/2017,
30044920,01/01/2017,
30044930,01/01/2017,
30044940,01/01/2017,
30044950,01/01/2017,
30044990,01/01/2017,
30045010,01/01/2016,
30045020,01/01/2016,
30045030,01/01/2016,
30045040,01/01/2016,
30045050,01/01/2016,
30045060,01/01/2016,
30045090,01/01/2016,
30046000,01/01/2017,
30049011,01/01/2016,
30049012,01/01/2016,
30049013,01/01/2016,
30049019,01/01/2016,
30049021,01/01/2016,
30049022,01/01/2016,
30049023,01/01/2016,
30049024,01/01/2016,
30049025,01/01/2016,
30049026,01/01/2016,
30049027,01/01/2016,
30049028,01/01/2016,
30049029,01/01/2016,
30049031,01/01/2016,
30049032,01/01/2016,
30049033,01/01/2016,
30049034,01/01/2016,
30049035,01/01/2016,
30049036,01/01/2016,
30049037,01/01/2016,
30049038,01/01/2016,
30049039,01/01/2016,
30049041,01/01/2016,
30049042,01/01/2016,
30049043,01/01/2016,
30049044,01/01/2016,
30049045,01/01/2016,
30049046,01/01/2016,
30049047,01/01/2016,
30049048,01/01/2016,
30049049,01/01/2016,
30049051,01/01/2016,
30049052,01/01/2016,
30049053,01/01/2016,
30049054,01/01/2016,
30049055,01/01/2016,
30049057,01/01/2016,
30049058,01/01/2016,
30049059,01/01/2016,
30049061,01/01/2016,
30049062,01/01/2016,
30049063,01/01/2016,
30049064,01/01/2016,
30049065,01/01/2016,
30049066,01/01/2016,
30049067,01/01/2016,
30049068,01/01/2016,
30049069,01/01/2016,
30049071,01/01/2016,
30049072,01/01/2016,
30049073,01/01/2016,
30049074,01/01/2016,
30049075,01/01/2016,
30049076,01/01/2016,
30049077,01/01/2016,
30049078,01/01/2016,
30049079,01/01/2016,
30049091,01/01/2016,
30049092,01/01/2016,
30049093,01/01/2016,
30049094,01/01/2016,
30049095,01/01/2016,
30049096,01/01/2016,
30049099,01/01/2016,
30051010,01/01/2016,
30051020,01/01/2016,
30051030,01/01/2016,
30051040,01/01/2016,
30051050,01/01/2016,
30051090,01/01/2016,
30059011,01/01/2016,
30059012,01/01/2016,
30059019,01/01/2016,
30059020,01/01/2016,
30059090,01/01/2016,
30061010,01/01/2016,
30061020,01/01/2016,
30061090,01/01/2016,
30062000,01/01/2016,
30063011,01/01/2016,
30063012,01/01/2016,
30063013,01/01/2016,
30063015,01/01/2016,
30063016,01/01/2016,
30063017,01/01/2016,
30063018,01/01/2016,
30063019,01/01/2016,
30063021,01/01/2016,
30063029,01/01/2016,
30064011,01/01/2016,
30064012,01/01/2016,
30064020,01/01/2016,
30065000,01/01/2016,
30066000,01/01/2016,
30067000,01/01/2016,
30069110,01/01/2016,
30069190,01/01/2016,
30069200,01/01/2016,
31010000,01/01/2016,
31021010,01/01/2016,
31021090,01/01/2016,
31022100,01/01/2016,
31022910,01/01/2016,
31022990,01/01/2016,
31023000,01/01/2016,
31024000,01/01/2016,
31025011,01/01/2016,
31025019,01/01/2016,
31025090,01/01/2016,
31026000,01/01/2016,
31028000,01/01/2016,
31029000,01/01/2016,
31031010,01/01/2016,31/03/2017
31031020,01/01/2016,31/03/2017
31031030,01/01/2016,31/03/2017
31031100,01/01/2017,
31031900,01/01/2017,
31039011,01/01/2016,
31039019,01/01/2016,
31039090,01/01/2016,
31042010,01/01/2016,
31042090,01/01/2016,
31043010,01/01/2016,
31043090,01/01/2016,
31049010,01/01/2016,
31049090,01/01/2016,
31051000,01/01/2016,
31052000,01/01/2016,
31053010,01/01/2016,
31053090,01/01/2016,
31054000,01/01/2016,
31055100,01/01/2016,
31055900,01/01/2016,
31056000,01/01/2016,
31059011,01/01/2016,
31059019,01/01/2016,
31059090,01/01/2016,
32011000,01/01/2016,
32012000,01/01/2016,
32019011,01/01/2016,
32019012,01/01/2016,
32019019,01/01/2016,
32019020,01/01/2016,
32019090,01/01/2016,
32021000,01/01/2016,
32029011,01/01/2016,
32029012,01/01/2016,
32029013,01/01/2016,
32029019,01/01/2016,
32029021,01/01/2016,
32029029,01/01/2016,
32029030,01/01/2016,
32030011,01/01/2016,
32030012,01/01/2016,
32030013,01/01/2016,
32030019,01/01/2016,
32030021,01/01/2016,
32030029,01/01/2016,
32030030,01/01/2016,
32041100,01/01/2016,
32041210,01/01/2016,
32041220,01/01/2016,
32041300,01/01/2016,
32041400,01/01/2016,
32041510,01/01/2016,
32041520,01/01/2016,
32041530,01/01/2016,
32041590,01/01/2016,
32041600,01/01/2016,
32041700,01/01/2016,
32041911,01/01/2016,
32041912,01/01/2016,
32041913,01/01/2016,
32041919,01/01/2016,
32041920,01/01/2016,
32041930,01/01/2016,
32041990,01/01/2016,
32042011,01/01/2016,
32042019,01/01/2016,
32042090,01/01/2016,
32049000,01/01/2016,
32050000,01/01/2016,
32061111,01/01/2016,
32061119,01/01/2016,
32061120,01/01/2016,
32061130,01/01/2016,
32061910,01/01/2016,
32061990,01/01/2016,
32062000,01/01/2016,
32064100,01/01/2016,
32064210,01/01/2016,
32064290,01/01/2016,
32064910,01/01/2016,
32064920,01/01/2016,
32064990,01/01/2016,
32065011,01/01/2016,
32065019,01/01/2016,
32065021,01/01/2016,
32065029,01/01/2016,
32071010,01/01/2016,
32071090,01/01/2016,
32072010,01/01/2016,
32072091,01/01/2016,
32072099,01/01/2016,
32073000,01/01/2016,
32074010,01/01/2016,
32074090,01/01/2016,
32081010,01/01/2016,
32081020,01/01/2016,
32081030,01/01/2016,
32082011,01/01/2016,
32082019,01/01/2016,
32082020,01/01/2016,
32082030,01/01/2016,
32089010,01/01/2016,
32089021,01/01/2016,
32089029,01/01/2016,
32089031,01/01/2016,
32089039,01/01/2016,
32091010,01/01/2016,
32091020,01/01/2016,
32099011,01/01/2016,
32099019,01/01/2016,
32099020,01/01/2016,
32100010,01/01/2016,
32100020,01/01/2016,
32100030,01/01/2016,
32110000,01/01/2016,
32121000,01/01/2016,
32129010,01/01/2016,
32129090,01/01/2016,
32131000,01/01/2016,
32139000,01/01/2016,
32141010,01/01/2016,
32141020,01/01/2016,
32149000,01/01/2016,
32151100,01/01/2016,
32151900,01/01/2016,
32159000,01/01/2016,
33011210,01/01/2016,
33011290,01/01/2016,
33011300,01/01/2016,
33011910,01/01/2016,
33011990,01/01/2016,
33012400,01/01/2016,
33012510,01/01/2016,
33012520,01/01/2016,
33012590,01/01/2016,
33012911,01/01/2016,
33012912,01/01/2016,
33012913,01/01/2016,
33012914,01/01/2016,
33012915,01/01/2016,
33012916,01/01/2016,
33012917,01/01/2016,
33012918,01/01/2016,
33012919,01/01/2016,
33012921,01/01/2016,
33012922,01/01/2016,
33012990,01/01/2016,
33013000,01/01/2016,
33019010,01/01/2016,
33019020,01/01/2016,
33019030,01/01/2016,
33019040,01/01/2016,
33021000,01/01/2016,
33029011,01/01/2016,
33029019,01/01/2016,
33029090,01/01/2016,
33030010,01/01/2016,
33030020,01/01/2016,
33041000,01/01/2016,
33042010,01/01/2016,
33042090,01/01/2016,
33043000,01/01/2016,
33049100,01/01/2016,
33049910,01/01/2016,
33049990,01/01/2016,
33051000,01/01/2016,
33052000,01/01/2016,
33053000,01/01/2016,
33059000,01/01/2016,
33061000,01/01/2016,
33062000,01/01/2016,
33069000,01/01/2016,
33071000,01/01/2016,
33072010,01/01/2016,
33072090,01/01/2016,
33073000,01/01/2016,
33074100,01/01/2016,
33074900,01/01/2016,
33079000,01/01/2016,
34011110,01/01/2016,
34011190,01/01/2016,
34011900,01/01/2016,
34012010,01/01/2016,
34012090,01/01/2016,
34013000,01/01/2016,
34021110,01/01/2016,
34021120,01/01/2016,
34021130,01/01/2016,
34021140,01/01/2016,
34021190,01/01/2016,
34021210,01/01/2016,
34021290,01/01/2016,
34021300,01/01/2016,
34021900,01/01/2016,
34022000,01/01/2016,
34029011,01/01/2016,
34029019,01/01/2016,
34029021,01/01/2016,
34029022,01/01/2016,
34029023,01/01/2016,
34029029,01/01/2016,
34029031,01/01/2016,
34029039,01/01/2016,
34029090,01/01/2016,
34031110,01/01/2016,
34031120,01/01/2016,
34031190,01/01/2016,
34031900,01/01/2016,
34039110,01/01/2016,
34039120,01/01/2016,
34039190,01/01/2016,
34039900,01/01/2016,
34042010,01/01/2016,
34042020,01/01/2016,
34049011,01/01/2016,
34049012,01/01/2016,
34049013,01/01/2016,
34049014,01/01/2016,
34049019,01/01/2016,
34049021,01/01/2016,
34049029,01/01/2016,
34051000,01/01/2016,
34052000,01/01/2016,
34053000,01/01/2016,
34054000,01/01/2016,
34059000,01/01/2016,
34060000,01/01/2016,
34070010,01/01/2016,
34070020,01/01/2016,
34070090,01/01/2016,
35011000,01/01/2016,
35019011,01/01/2016,
35019019,01/01/2016,
35019020,01/01/2016,
35021100,01/01/2016,
35021900,01/01/2016,
35022000,01/01/2016,
35029010,01/01/2016,
35029090,01/01/2016,
35030011,01/01/2016,
35030012,01/01/2016,
35030019,01/01/2016,
35030090,01/01/2016,
35040011,01/01/2016,
35040019,01/01/2016,
35040020,01/01/2016,
35040030,01/01/2016,
35040090,01/01/2016,
35051000,01/01/2016,
35052000,01/01/2016,
35061010,01/01/2016,
35061090,01/01/2016,
35069110,01/01/2016,
35069120,01/01/2016,
35069190,01/01/2016,
35069900,01/01/2016,
35071000,01/01/2016,
35079011,01/01/2016,
35079019,01/01/2016,
35079021,01/01/2016,
35079022,01/01/2016,
35079023,01/01/2016,
35079024,01/01/2016,
35079025,01/01/2016,
35079026,01/01/2016,
35079029,01/01/2016,
35079031,01/01/2016,
35079032,01/01/2016,
35079039,01/01/2016,
35079041,01/01/2016,
35079042,01/01/2016,
35079049,01/01/2016,
36010000,01/01/2016,
36020000,01/01/2016,
36030000,01/01/2016,
36041000,01/01/2016,
36049010,01/01/2016,
36049090,01/01/2016,
36050000,01/01/2016,
36061000,01/01/2016,
36069000,01/01/2016,
37011010,01/01/2016,
37011021,01/01/2016,
37011029,01/01/2016,
37012010,01/01/2016,
37012020,01/01/2016,
37013010,01/01/2016,
37013021,01/01/2016,
37013022,01/01/2016,
37013029,01/01/2016,
37013031,01/01/2016,
37013039,01/01/2016,
37013040,01/01/2016,
37013050,01/01/2016,
37013090,01/01/2016,
37019100,01/01/2016,
37019900,01/01/2016,
37021010,01/01/2016,
37021020,01/01/2016,
37023100,01/01/2016,
37023200,01/01/2016,
37023900,01/01/2016,
37024100,01/01/2016,
37024210,01/01/2016,
37024290,01/01/2016,
37024310,01/01/2016,
37024320,01/01/2016,
37024390,01/01/2016,
37024410,01/01/2016,
37024421,01/01/2016,
37024422,01/01/2016,
37024429,01/01/2016,
37025200,01/01/2016,
37025300,01/01/2016,
37025411,01/01/2016,
37025412,01/01/2016,
37025419,01/01/2016,
37025491,01/01/2016,
37025499,01/01/2016,
37025510,01/01/2016,
37025590,01/01/2016,
37025600,01/01/2016,
37029600,01/01/2016,
37029700,01/01/2016,
37029800,01/01/2016,
